title,company,location,salary_min,salary_max,contract_time,description,url,avg_salary,is_senior,is_junior,location_code,predicted_salary
"data management analyst, 10:00am - 6:00pm est",YPrime,"Raleigh, Wake County",64909.27,64909.27,,"Job Description Job Description At YPrime, we help our clients in the pharma and biotech industries ",https://www.adzuna.com/details/5125865871?utm_medium=api&utm_source=35e20e56,64909.27,0,0,974,83936.86797156566
"data management analyst, 10:00am - 6:00pm est",YPrime,"Raleigh, Wake County",65074.39,65074.39,,"At YPrime, we help our clients in the pharma and biotech industries to collect data from patients us",https://www.adzuna.com/details/5128586768?utm_medium=api&utm_source=35e20e56,65074.39,0,0,974,83936.86797156566
"data management analyst, 10:00am - 6:00pm est",YPrime,"Malvern, Chester County",63865.66,63865.66,,"Job Description Job Description At YPrime, we help our clients in the pharma and biotech industries ",https://www.adzuna.com/details/5122068238?utm_medium=api&utm_source=35e20e56,63865.66,0,0,696,96464.37373218255
senior data annotation analyst - dialogue labeling and annotation management,Bloomberg,"Blawenburg, Somerset County",108396.77,108396.77,,Bloomberg runs on data. Our products are fueled by powerful information. We combine data and context,https://www.adzuna.com/details/5052561606?utm_medium=api&utm_source=35e20e56,108396.77,1,0,108,100654.70048563491
"data warehouse analyst - w18018 5.8 madison, wi",CapB InfoteK,"Madison, Dane County",78204.03,78204.03,,"For one of our ongoing multiyear projects, we are looking for a Data Warehouse Analyst out of Madiso",https://www.adzuna.com/details/4814495984?utm_medium=api&utm_source=35e20e56,78204.03,0,0,692,90970.81887384737
"senior etl dev / data integration engineer | seattle, wa / dallas tx | hybrid",Genius Business Solutions Inc,"Highland Park, Dallas",100605.56,100605.56,,"We are seeking a skilled ETL Developer to design, develop, and maintain robust data pipelines that s",https://www.adzuna.com/land/ad/5137035663?se=_BWvDAIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=315A8CC3E92C208BB72C3A74AC7F4EBED8429684,100605.56,1,0,525,114281.22053490426
him data integrity analyst - remote - uhealth at solé mia,Academy,"North Miami, Miami-Dade County",44960.22,44960.22,full_time,"Current Employees: If you are a current Staff, Faculty or Temporary employee at the University of Mi",https://www.adzuna.com/details/5080012076?utm_medium=api&utm_source=35e20e56,44960.22,0,0,840,61912.6613
him data integrity analyst - remote - uhealth at solé mia,Academy,"North Miami, Miami-Dade County",43478.1,43478.1,full_time,"Current Employees: If you are a current employee at the University of Miami, please exit this websit",https://www.adzuna.com/details/5069623666?utm_medium=api&utm_source=35e20e56,43478.1,0,0,840,61912.6613
swap data reporting analyst - derivatives/fx risk management,U.S. Bank,"Atlanta, Fulton County",96090.83,96090.83,,"At U.S. Bank, we're on a journey to do our best. Helping the customers and businesses we serve to ma",https://www.adzuna.com/details/5104851299?utm_medium=api&utm_source=35e20e56,96090.83,0,0,51,92935.73641695153
swap data reporting analyst - derivatives/fx risk management,U.S. Bank,"Gresham, Multnomah County",96266.3,96266.3,,"At U.S. Bank, we're on a journey to do our best. Helping the customers and businesses we serve to ma",https://www.adzuna.com/details/5104878338?utm_medium=api&utm_source=35e20e56,96266.3,0,0,487,74960.77820000013
swap data reporting analyst - derivatives/fx risk management,U.S. Bank National Association,"Atlanta, Fulton County",89200.0,89200.0,full_time,"At U.S. Bank, we’re on a journey to do our best. Helping the customers and businesses we serve to ma",https://www.adzuna.com/details/5109441614?utm_medium=api&utm_source=35e20e56,89200.0,0,0,51,92935.73641695153
"blackstone technology & innovations (bxti), market data finance - analyst",Blackstone Administrative Services Partnership,US,69000.0,140000.0,full_time,Blackstone is the world’s largest alternative asset manager. We seek to create positive economic imp,https://www.adzuna.com/details/5100044929?utm_medium=api&utm_source=35e20e56,104500.0,0,0,1216,90279.70809100404
junior data reporting analyst- financial crime risk (us),TD Bank,"Lewiston, Androscoggin County",63781.54,63781.54,,"Work Location: Lewiston, Maine, United States of America Hours: 40 Pay Details: $24.00 - $33.50 USD ",https://www.adzuna.com/details/5131145728?utm_medium=api&utm_source=35e20e56,63781.54,0,1,651,62099.97198999998
"data science analyst / associate, information technology - new york",Moelis & Company Group LP,"New York City, New York",90000.0,125000.0,full_time,"We are passionate about our business and our culture, and are seeking individuals with that same dri",https://www.adzuna.com/details/5041693299?utm_medium=api&utm_source=35e20e56,107500.0,0,0,813,99295.25964926822
mtgr-bc-o25-678 - data - data specialist / analyst,Scuttlebutt Services,"West Springfield, Fairfax County",115000.0,140000.0,,Job Description This is an exciting opportunity to be part of a mission-focused team that is known f,https://www.adzuna.com/details/5060015551?utm_medium=api&utm_source=35e20e56,127500.0,0,0,1292,158443.21296999988
junior data reporting analyst- financial crime risk (us),"TD Bank, N.A.","Lewiston, Androscoggin County",49920.0,69680.0,full_time,"Work Location: Lewiston, Maine, United States of America Hours: 40 Pay Details: $24.00 - $33.50 USD ",https://www.adzuna.com/details/5134637457?utm_medium=api&utm_source=35e20e56,59800.0,0,1,651,62099.97198999998
validation engineer,Akkodis,"Boston, Thomas County",116355.99,116355.99,,Job Description Job Description Akkodis is seeking a Validation Engineer for a Contract job with a c,https://www.adzuna.com/land/ad/5110434854?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=69440153E2CA63B4565A850018ACDB00C086FDD9,116355.99,0,0,124,105492.27465442619
sr reliability engineer,Akkodis,"Greensboro, Hale County",152100.2,152100.2,,Job Description Job Description Akkodis is recruiting for a Sr Reliability Engineer for a manufactur,https://www.adzuna.com/land/ad/5097898995?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=C1A13D8A199A98C6E104A2C9C88FA7EEE8FB2DE9,152100.2,0,0,480,100562.02240000002
sr. engineer,Akkodis,"Oakbrook Terrace, DuPage County",131639.55,131639.55,,Job Description Job Description Akkodis is seeking a Sr. Engineer for a contract job with a client i,https://www.adzuna.com/land/ad/5119461573?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=79F5A25302384EDA07126769455BFD67E7E10095,131639.55,0,0,859,96255.77459999999
"vp, finance change management",SMBC Group,"Five Corners, Hudson County",147682.6,147682.6,full_time,"SMBC Group is a top-tier global financial group. Headquartered in Tokyo and with a 400-year history,",https://www.adzuna.com/land/ad/5121851191?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=0EA2AC76D6F73D731D7D51816D51E8570636B379,147682.6,0,0,387,133585.5093624782
business risk analyst,Akkodis,"Pennington, Sutter County",117042.66,117042.66,,Job Description Job Description Akkodis is seeking a Business Risk Analyst for a Contract job with a,https://www.adzuna.com/land/ad/5137003132?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=E78C8E314656CA69D37254D86976562DAB4CE435,117042.66,0,0,909,101147.14670012267
business analyst,Akkodis,"Charlotte, Clinton County",113064.38,113064.38,,Job Description Job Description Akkodis is seeking a Business Analyst for a Contract job with a clie,https://www.adzuna.com/land/ad/5119475566?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=0D9A9F72688DC296A1FD768E30738C883AAEE7FF,113064.38,0,0,208,119957.62464583636
business analyst (part-time),Akkodis,"Raleigh, Smith County",94546.78,94546.78,,Job Description Job Description Akkodis is seeking a Business analyst (Part-time) for a Contract job,https://www.adzuna.com/land/ad/5132944694?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=9EDFF3A63F622826D950ED2631ED448AA8CA4A3B,94546.78,0,0,973,93381.77822970055
senior business analyst - market/reference data,SMBC Group,"Five Corners, Hudson County",129983.86,129983.86,full_time,"SMBC Group is a top-tier global financial group. Headquartered in Tokyo and with a 400-year history,",https://www.adzuna.com/land/ad/5121851096?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=B217DADDB33F89D7685B51E5BD83D68A671FAC66,129983.86,1,0,387,117348.7572833333
senior business analyst - market/reference data,SMBC Group,"Charlotte, Mecklenburg County",123746.25,123746.25,full_time,"SMBC Group is a top-tier global financial group. Headquartered in Tokyo and with a 400-year history,",https://www.adzuna.com/land/ad/5121854758?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=E7634FC45BF5DC5FAED6D2A7A9FFDF72F331E66B,123746.25,1,0,209,105678.47608170647
"senior analyst, clinical data management (2 positions)",Johnson & Johnson,"Titusville, Mercer County",123050.98,123050.98,full_time,"At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empower",https://www.adzuna.com/land/ad/5105455344?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=6B170701E1AD41B570E731A56239D39428F9DB2F,123050.98,1,0,1193,108856.41300000018
"senior analyst, clinical data management (2 positions)",Johnson & Johnson,"Raritan, Somerset County",119568.95,119568.95,full_time,"At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empower",https://www.adzuna.com/land/ad/5105453356?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=CCBDE721901E99E1947D7D1A69B6549CAB6DC27E,119568.95,1,0,979,111744.08837801577
"analyst, data analytics (all levels)",Southern Company Services,"Atlanta, Fulton County",84518.81,84518.81,full_time,Description The position is responsible for quantitative analysis on structured pricing products and,https://www.adzuna.com/details/5081981651?utm_medium=api&utm_source=35e20e56,84518.81,0,0,51,92935.73641695153
master data management business analyst,Wasserman Media Group,"Los Angeles, Los Angeles County",90000.0,120000.0,full_time,"Wasserman operates at the epicenter of sports, music, entertainment and culture, serving talent, bra",https://www.adzuna.com/details/5103881056?utm_medium=api&utm_source=35e20e56,105000.0,0,0,679,79949.40391795835
data/configuration management analyst specialist,KBR,"Oxnard, Ventura County",82843.69,82843.69,,Title: Data/Configuration Management Analyst Specialist KBR has an opening for a test and evaluation,https://www.adzuna.com/details/5033585010?utm_medium=api&utm_source=35e20e56,82843.69,0,0,889,96633.8308850001
"analyst/senior analyst, data integrations","University of Nevada, Reno","Reno, Washoe County",104686.89,104686.89,full_time,"The University of Nevada, Reno (UNR) appreciates your interest in employment at our growing institut",https://www.adzuna.com/details/5118649430?utm_medium=api&utm_source=35e20e56,104686.89,1,0,988,106374.84309353179
business analyst - data lineage/java,Doran Jones,"Rutherford, Bergen County",91083.92,91083.92,full_time,Doran Jones Inc. is looking for experienced Business Data Analysts to assist with project delivery f,https://www.adzuna.com/details/5064961550?utm_medium=api&utm_source=35e20e56,91083.92,0,0,1029,84333.07933999991
data scientist/business analyst (remote),Network Runners,"Washington, Washington, D.C.",84796.87,84796.87,full_time,"Data Scientist/Business Analyst (Remote) Clearance: Secret Position Description: Network Runners, In",https://www.adzuna.com/details/5112864462?utm_medium=api&utm_source=35e20e56,84796.87,0,0,1263,95865.26872853455
staff analyst data - analytics & reporting,Heluna Health,"Textile Finance, Los Angeles County",81680.0,117849.0,full_time,Salary: $6806.73-$9820.80 Monthly Summary Housing for Health (HFH) is a program office within Health,https://www.adzuna.com/details/5039906696?utm_medium=api&utm_source=35e20e56,99764.5,0,0,1187,107441.6205738095
senior people data and insights analyst,StackAdapt,US,95312.13,95312.13,full_time,StackAdapt is a self-serve advertising platform that specializes in multi-channel solutions includin,https://www.adzuna.com/details/5099981533?utm_medium=api&utm_source=35e20e56,95312.13,1,0,1216,118407.22732327187
senior cml data and insights analyst,Huntington National Bank,"Charlotte, Mecklenburg County",75835.26,75835.26,,Description The Senior CML Data & Insights Analyst leads the development and delivery of business in,https://www.adzuna.com/details/5131128285?utm_medium=api&utm_source=35e20e56,75835.26,1,0,209,105678.47608170647
sr data & analytics governance analyst,ManpowerGroup,"Durham, Durham County",101675.05,101675.05,,Experis IT ManpowerGroup has partnered with a leading Medical device organization in the Lake Forest,https://www.adzuna.com/details/5126465780?utm_medium=api&utm_source=35e20e56,101675.05,0,0,322,109833.57181214284
senior data & underwriting support analyst,Ascot Group,"Iselin, Middlesex County",85000.0,100000.0,,Description This is an opportunity to join Ascot Group - one of the world’s preeminent specialty ris,https://www.adzuna.com/details/5136701424?utm_medium=api&utm_source=35e20e56,92500.0,1,0,568,113722.82607619053
data architect,Forhyre,"Los Angeles, Los Angeles County",101505.12,101505.12,,"Job Description Job Description We are looking for a Data Architect to build, optimize and maintain ",https://www.adzuna.com/land/ad/5128644822?se=Xn5_DQIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=A96A6906621D7BF43475ACF817A0BD3CE536B839,101505.12,0,0,679,79949.40391795835
data scientist/business analyst (remote),Network Runners,"Washington, Washington, D.C.",86197.63,86197.63,full_time,Data Scientist/Business Analyst (Remote) Clearance:  Must have an Active Secret Clearance. Must be a,https://www.adzuna.com/details/5138206918?utm_medium=api&utm_source=35e20e56,86197.63,0,0,1263,95865.26872853455
hr data operations programmer/analyst,CSU,"Sacramento, Sacramento County",50736.0,149328.0,full_time,"Chancellor's Office Statement Join our team at the California State University, Office of the Chance",https://www.adzuna.com/details/4987926984?utm_medium=api&utm_source=35e20e56,100032.0,0,0,1031,121319.5875535714
hr data operations programmer/analyst,CSU Careers,"Sacramento, Sacramento County",50736.0,149328.0,full_time,"Chancellor's Office Statement Join our team at the California State University, Office of the Chance",https://www.adzuna.com/details/5073198566?utm_medium=api&utm_source=35e20e56,100032.0,0,0,1031,121319.5875535714
"client success analyst, data management",TriMech Career,"Auburn, Rockingham County",53629.75,53629.75,full_time,"PROFILE The Client Success Analyst, Data Management will provide comprehensive services to engineeri",https://www.adzuna.com/details/5100225205?utm_medium=api&utm_source=35e20e56,53629.75,0,0,55,67824.91757642856
data visualization & communications analyst - remote,Strategic Resolution Experts,"Washington, Washington, D.C.",109544.27,109544.27,,"Data Visualization & Communications Analyst - REMOTE Strategic Resolution Experts, Inc., Washington,",https://www.adzuna.com/details/5132678757?utm_medium=api&utm_source=35e20e56,109544.27,0,0,1263,95865.26872853455
experienced data quality assurance analyst,Berkshire Hathaway Specialty Insurance,"Boston, Suffolk County",85000.0,115000.0,,"Who are we? A strategic and trusted insurance partner, Berkshire Hathaway Specialty Insurance (BHSI)",https://www.adzuna.com/details/5132000631?utm_medium=api&utm_source=35e20e56,100000.0,0,0,123,105492.27465442619
client data & analytics delivery analyst,Barings,"Charlotte, Mecklenburg County",84382.95,84382.95,full_time,"At Barings, we are as invested in our associates as we are in our clients. We recognize those who wo",https://www.adzuna.com/details/5078478449?utm_medium=api&utm_source=35e20e56,84382.95,0,0,209,103250.5443297535
staff analyst - data analytics specialization,Heluna Health,"Dowtown Carrier Annex, Los Angeles County",81680.0,117849.0,full_time,"Salary Range: $6,806.73 - $9,820.80 monthly SUMMARY The Data & Analytics Unit is responsible for col",https://www.adzuna.com/details/5107153611?utm_medium=api&utm_source=35e20e56,99764.5,0,0,317,95639.88422202384
"data scientist network analyst, senior",Booz Allen Hamilton United States,"Annapolis Junction, Anne Arundel County",86900.0,198000.0,full_time,"Data Scientist Network Analyst, Senior The Opportunity: Do you enjoy the thrill of the hunt? Are you",https://www.adzuna.com/details/5131981500?utm_medium=api&utm_source=35e20e56,142450.0,1,0,36,123141.71476333335
tactical data link (tdl) analyst,Linchpin Solutions,"Camp Pendleton, San Diego County",80369.0,94858.0,full_time,"Full-time Description If you are looking for an exciting career opportunity in the IT, engineering, ",https://www.adzuna.com/details/5132118556?utm_medium=api&utm_source=35e20e56,87613.5,0,0,170,104123.99832690478
business analyst - data science team,Millennium,"New York City, New York",70000.0,160000.0,full_time,Business Analyst - Data Science Team Millennium’s Data Science Group (“DSG”) is looking to hire a Bu,https://www.adzuna.com/details/5119389289?utm_medium=api&utm_source=35e20e56,115000.0,0,0,813,99295.25964926822
"ld analyst, data science & eng",WestRock Company,"Atlanta, Fulton County",95954.02,95954.02,,Smurfit Westrock (NYSE: SW) is a global leader in sustainable paper and packaging solutions. We are ,https://www.adzuna.com/details/5104851344?utm_medium=api&utm_source=35e20e56,95954.02,0,0,51,92935.73641695153
sr data access & compliance analyst,NBC Universal,"Grand Central, Manhattan",52143.63,52143.63,,"We create world-class content, which we distribute across our portfolio of film, television, and str",https://www.adzuna.com/details/5091565683?utm_medium=api&utm_source=35e20e56,52143.63,0,0,462,95474.27622250908
sr. data & medical economic analyst,Integrated Home,"Pembroke Lakes, Broward County",100860.72,100860.72,full_time,"Who we are: IHCS provides an Integrated Delivery System in the home setting, which includes, DME, Re",https://www.adzuna.com/details/5092290473?utm_medium=api&utm_source=35e20e56,100860.72,0,0,907,74754.23776229791
sr. systems analyst (data analytics),Contact Government Services,"San Antonio, Bexar County",105754.87,105754.87,full_time,"Sr. Systems Analyst (Data Analytics) Employment Type: Full-Time, Mid-Level Department: Information T",https://www.adzuna.com/details/4924336470?utm_medium=api&utm_source=35e20e56,105754.87,0,0,1048,103759.22944310833
sr. systems analyst (data analytics),Contact Government Services,"Albuquerque, Bernalillo County",104292.08,104292.08,full_time,"Sr. Systems Analyst (Data Analytics) Employment Type: Full-Time, Mid-Level Department: Information T",https://www.adzuna.com/details/4924689296?utm_medium=api&utm_source=35e20e56,104292.08,0,0,16,87822.59460738655
sr. systems analyst (data analytics),Contact Government Services,"Williamsport, Lycoming County",108130.59,108130.59,full_time,"Sr. Systems Analyst (Data Analytics) Employment Type: Full-Time, Mid-Level Department: Information T",https://www.adzuna.com/details/4924468192?utm_medium=api&utm_source=35e20e56,108130.59,0,0,1318,83634.64956000008
sr. systems analyst (data analytics),Contact Government Services,"Phoenix, Maricopa County",104681.3,104681.3,full_time,"Sr. Systems Analyst (Data Analytics) Employment Type: Full-Time, Mid-Level Department: Information T",https://www.adzuna.com/details/4924459681?utm_medium=api&utm_source=35e20e56,104681.3,0,0,918,95025.45567087896
sr. systems analyst (data analytics),Contact Government Services,"Miramar, Broward County",110391.75,110391.75,full_time,"Sr. Systems Analyst (Data Analytics) Employment Type: Full-Time, Mid-Level Department: Information T",https://www.adzuna.com/details/4924721613?utm_medium=api&utm_source=35e20e56,110391.75,0,0,768,97602.50139999995
sr. systems analyst (data analytics),Contact Government Services,"Tucson, Pima County",104779.58,104779.58,full_time,"Sr. Systems Analyst (Data Analytics) Employment Type: Full-Time, Mid-Level Department: Information T",https://www.adzuna.com/details/4924601899?utm_medium=api&utm_source=35e20e56,104779.58,0,0,1208,86752.85990629869
sr. systems analyst (data analytics),Contact Government Services,"Fort Lauderdale, Broward County",109141.13,109141.13,full_time,"Sr. Systems Analyst (Data Analytics) Employment Type: Full-Time, Mid-Level Department: Information T",https://www.adzuna.com/details/4924435030?utm_medium=api&utm_source=35e20e56,109141.13,0,0,412,95118.1550442857
sr. systems analyst (data analytics),Contact Government Services,"Dallas, Texas",109524.84,109524.84,full_time,"Sr. Systems Analyst (Data Analytics) Employment Type: Full-Time, Mid-Level Department: Information T",https://www.adzuna.com/details/4914899506?utm_medium=api&utm_source=35e20e56,109524.84,0,0,283,102164.4626828871
"senior analyst, data management & reporting",Stanley Black and Decker,"New Britain, Hartford County",85807.31,85807.31,,"Senior Analyst, Data Management & Reporting - Hybrid Towson, MD, United States OR New Britain, CT, U",https://www.adzuna.com/details/5113691868?utm_medium=api&utm_source=35e20e56,85807.31,1,0,803,113782.90637333338
"senior analyst, data management & reporting",Stanley Black and Decker,"Valley City, Medina County",79618.5,79618.5,,"Senior Analyst, Data Management & Reporting - Hybrid Towson, MD, United States OR New Britain, CT, U",https://www.adzuna.com/details/5113652108?utm_medium=api&utm_source=35e20e56,79618.5,1,0,1230,82260.85040000002
"senior analyst, data management & reporting",Stanley Black and Decker,"Eudowood, Baltimore County",79997.0,79997.0,,"Senior Analyst, Data Management & Reporting - Hybrid Towson, MD, United States OR New Britain, CT, U",https://www.adzuna.com/details/5115506790?utm_medium=api&utm_source=35e20e56,79997.0,1,0,368,74630.59449999999
"igt - security analyst, data (16574)",The City of Providence,"Providence, Providence County",59795.0,122400.0,full_time,IGT (NYSE:IGT) is a global leader in gaming. We deliver entertaining and responsible gaming experien,https://www.adzuna.com/details/5090301744?utm_medium=api&utm_source=35e20e56,91097.5,0,0,960,120659.83022857145
data analytics senior analyst - avp,Citigroup,"Irving, Dallas",100695.51,100695.51,full_time,The Data Analytics Senior Analyst is a seasoned professional role. Applies in-depth disciplinary kno,https://www.adzuna.com/details/5126813100?utm_medium=api&utm_source=35e20e56,100695.51,1,0,567,93542.75043480158
senior report analyst / data engineer,2nd Swing,"Eden Prairie, Hennepin County",80000.0,130000.0,full_time,"Come work with us, not for us 2nd Swing is a one of a kind, forward thinking, customer-centric golf ",https://www.adzuna.com/details/5086173444?utm_medium=api&utm_source=35e20e56,105000.0,1,0,343,88430.2956000001
"senior analyst, data flows and processes",T. Rowe Price,US,116519.11,116519.11,,Requisition Number: 74564 Position Title: External Description: Role Summary Provides in-depth techn,https://www.adzuna.com/details/5039806486?utm_medium=api&utm_source=35e20e56,116519.11,1,0,1216,118407.22732327187
senior people data and analytics analyst,Marvin,"Warroad, Roseau County",64173.49,64173.49,,Join Marvin as a Senior People Data and Analytics Analyst and help lead the transformation of our pe,https://www.adzuna.com/details/5038680980?utm_medium=api&utm_source=35e20e56,64173.49,1,0,1258,110022.87641021474
murex data management business analyst,"Treliant, LLC","New York City, New York",96278.51,96278.51,,"Treliant is an essential consulting firm serving banks, mortgage originators and servicers, fintechs",https://www.adzuna.com/details/5062989721?utm_medium=api&utm_source=35e20e56,96278.51,0,0,813,99295.25964926822
it _ data solutions _ qa analyst,Sevita,"Edina, Hennepin County",87333.3,87333.3,,"At Sevita we believe that everyone deserves to live well. For more than 50 years, our team members h",https://www.adzuna.com/details/5059251175?utm_medium=api&utm_source=35e20e56,87333.3,0,0,348,74944.58562333338
senior analyst - data reporting and analysis,Cellco Partnership,"Basking Ridge, Somerset County",66000.0,123000.0,full_time,When you join Verizon You want more out of a career. A place to share your ideas freely — even if th,https://www.adzuna.com/details/5128407450?utm_medium=api&utm_source=35e20e56,94500.0,1,0,80,94854.87759999999
data visualization & communications analyst - remote,"Strategic Resolution Experts, Inc.","Washington, Washington, D.C.",114925.73,114925.73,,MUST BE US CITIZEN AND CLEARABLE Do you want to perform work that is impactful to millions of Americ,https://www.adzuna.com/details/5133925406?utm_medium=api&utm_source=35e20e56,114925.73,0,0,1263,95865.26872853455
data analytics senior analyst - avp,Citigroup,"Irving, Dallas",82855.07,82855.07,,The Data Analytics Senior Analyst is a seasoned professional role. Applies in-depth disciplinary kno,https://www.adzuna.com/details/5131023013?utm_medium=api&utm_source=35e20e56,82855.07,1,0,567,93542.75043480158
"associate, data loss prevention analyst",Santander Holdings USA Inc,"Quincy, Norfolk County",124870.33,124870.33,,"Associate, Data Loss Prevention AnalystWyomissing, United States of AmericaWe are seeking a highly m",https://www.adzuna.com/details/5138226687?utm_medium=api&utm_source=35e20e56,124870.33,0,0,968,111116.6800666667
"associate, data loss prevention analyst",Santander Holdings USA Inc,"Dallas, Texas",126598.68,126598.68,,"Associate, Data Loss Prevention AnalystWyomissing, United States of AmericaWe are seeking a highly m",https://www.adzuna.com/details/5138223402?utm_medium=api&utm_source=35e20e56,126598.68,0,0,283,102164.4626828871
"associate, data loss prevention analyst",Santander Holdings USA Inc,"Reading, Berks County",129063.86,129063.86,,"Associate, Data Loss Prevention AnalystWyomissing, United States of AmericaWe are seeking a highly m",https://www.adzuna.com/details/5138223466?utm_medium=api&utm_source=35e20e56,129063.86,0,0,980,87318.66059602099
"associate, data loss prevention analyst",Santander Holdings USA Inc,"Florham Park, Morris County",131394.47,131394.47,,"Associate, Data Loss Prevention AnalystWyomissing, United States of AmericaWe are seeking a highly m",https://www.adzuna.com/details/5138226740?utm_medium=api&utm_source=35e20e56,131394.47,0,0,391,111053.41603333344
advanced analytics analyst/data scientist,Sartorius Stedim,US,123641.73,123641.73,full_time,We are looking for a highly skilled Advanced Analytics Analyst / Data Scientist to join our growing ,https://www.adzuna.com/details/4885614787?utm_medium=api&utm_source=35e20e56,123641.73,0,0,1216,90279.70809100404
it systems analyst - data interchange,Clarios,"Milwaukee, Milwaukee County",88527.84,88527.84,full_time,What you will do The Business Analyst – IT Systems Analyst Data Interchange will be responsible for ,https://www.adzuna.com/details/5134487212?utm_medium=api&utm_source=35e20e56,88527.84,0,0,761,96113.05145388887
lead data management & analytics analyst,Vanguard,"Frazer, Chester County",145000.0,160000.0,full_time,"Salary: 145,000 - 160,000 USD per year Requirements: Minimum of five years of related work experienc",https://www.adzuna.com/details/5138055080?utm_medium=api&utm_source=35e20e56,152500.0,0,0,434,107480.35272276336
senior financial analyst (data and systems),AvidXchange,"Charlotte, Mecklenburg County",81259.95,81259.95,full_time,We are seeking a highly skilled and experienced Senior Financial Analyst (Data and Systems) to join ,https://www.adzuna.com/details/5099871257?utm_medium=api&utm_source=35e20e56,81259.95,1,0,209,105678.47608170647
"senior business analyst, data exchange",Prudential Ins Co of America,US,118700.0,176600.0,full_time,"Job Classification: Technology - Agile, Delivery, & Product At Prudential, we believe talent is key ",https://www.adzuna.com/details/5100034483?utm_medium=api&utm_source=35e20e56,147650.0,1,0,1216,118407.22732327187
"senior analyst, data platform ops",NBC Universal,"Grand Central, Manhattan",58329.58,58329.58,,"We create world-class content, which we distribute across our portfolio of film, television, and str",https://www.adzuna.com/details/5112205196?utm_medium=api&utm_source=35e20e56,58329.58,1,0,462,107878.86460591246
"senior business systems analyst, data",CarGurus,"Boston, Suffolk County",144683.0,144683.0,,"Who we are At CarGurus (NASDAQ: CARG), our mission is to give people the power to reach their destin",https://www.adzuna.com/details/5090456843?utm_medium=api&utm_source=35e20e56,144683.0,1,0,123,113192.20198284229
hospital total rewards director,Clinical Management Consultants,"Merlin, Josephine County",95481.35,95481.35,,This highly respected healthcare organization in Southern Oregon is seeking a Hospital Total Rewards,https://www.adzuna.com/land/ad/5127193639?se=WFlFDgIW8BGNHusQUncHCQ&utm_medium=api&utm_source=35e20e56&v=6BB8068B0C1237AE67C1B43BB551837D3E5A58E0,95481.35,0,0,740,100430.97846738104
lead data reporting security analyst,ADP,"Alpharetta, Fulton County",133907.17,133907.17,,ADP is hiring a Lead Information Security Analyst Are you ready to help us design the future-state t,https://www.adzuna.com/details/4936536229?utm_medium=api&utm_source=35e20e56,133907.17,0,0,24,106314.37586443526
lead data reporting security analyst,ADP,"Atlanta, Fulton County",132285.66,132285.66,,ADP is hiring a Lead Information Security Analyst Are you ready to help us design the future-state t,https://www.adzuna.com/details/5074692621?utm_medium=api&utm_source=35e20e56,132285.66,0,0,51,92935.73641695153
supply chain analyst - data analytics,Aldi,"Naperville, DuPage County",83575.66,83575.66,,We have a message to get out: we're growing. Fast. ALDI is one of the fastest-growing retailers in t,https://www.adzuna.com/details/5113449913?utm_medium=api&utm_source=35e20e56,83575.66,0,0,791,89159.63827738105
"senior analyst, data & analytics - apartment",Irvine Company,"Irvine, Orange County",107453.16,107453.16,,Position Summary This key role will be responsible for developing and delivering data products and a,https://www.adzuna.com/details/5132281245?utm_medium=api&utm_source=35e20e56,107453.16,1,0,565,108968.77206190483
analyst: data reporting and visualization team,Example Corp,"Denver, Colorado",128268.98,128268.98,," This is where your organization can create a consistent intro to all of your jobs, creating consist",https://www.adzuna.com/details/4977063478?utm_medium=api&utm_source=35e20e56,128268.98,0,0,301,96503.08058917071
senior security analyst-data governance,PlayStation Global,"San Mateo, San Mateo County",175700.0,263500.0,,Why PlayStation? PlayStation isn’t just the Best Place to Play — it’s also the Best Place to Work. T,https://www.adzuna.com/details/5007671530?utm_medium=api&utm_source=35e20e56,219600.0,1,0,1059,177669.73472527775
"senior analyst, data flows and processes",T. Rowe Price,"Owings Mills, Baltimore County",78000.0,133000.0,full_time,"At T. Rowe Price, we identify and actively invest in opportunities to help people thrive in an evolv",https://www.adzuna.com/details/5083489082?utm_medium=api&utm_source=35e20e56,105500.0,1,0,886,115695.54116666669
